Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1932,Petroleum-industrie.,GREVA,5
1930,Petroleum-industrie.,GREVA,5
1930,Petroleum-industrie.,GREVA,5
1929,De geweldige petroleumbrand in Moreni. ER BESTAAT GEVAAR DAT EEN  TWEEDE BOORPUT IN BRAND  RAAKT.,TEHNOLOGIE,1
1929,Petroleum-industrie.,GREVA,5
1925,PERSONALIA.,GREVA,4
1984,Spelen met stof,FINANCIAR,5
1986,IJsboer,FINANCIAR,3
1986,Ijsboer,FINANCIAR,3
1989,UEFA CUP,FINANCIAR,5
1989,UEFA CUP,FINANCIAR,5
1916,Ontvangsten en Productiecijfers. Petroleum Mpij. Astra Romana.,FINANCIAR,5
1916,De brand te Bana Moreni.,FINANCIAR,1
1905,Rumeensche petroleum-productie.,TEHNOLOGIE,5
1911,Petroleum.,FINANCIAR,5
1912,Petroleum.,FINANCIAR,5
1931,Nieuws in een paar regels.,FINANCIAR,4
1989,UEFA-cup,FINANCIAR,5
1916,NAGEKOMEN SCHEPEN.,FINANCIAR,1
1916,Stenua Romana.,FINANCIAR,4
1912,BEURS EN NIJVERHEID. Londensche Beurs.,FINANCIAR,5
1905,Advertentie,FINANCIAR,4
1920,Uit de Roemeensche petroleummdustrie.,ACCIDENT,5
1989,Uefa-beker (EC III),FINANCIAR,5
1929,ROEMEENSCHE PETROLEUM NIJVERHEID. Trage voortgang der besprekingen i.z. overeenkomst raffinadeurs. Prijzen in het binnenland onveranderd overigens gedaald. — Nieuwe bronnen aangeboord.,FINANCIAR,1
1931,Petroleum-industrie.,GREVA,5
1928,SERVICE PETROLEUM CY. Mededeelingen in de vergadering over de gunstige ontwikkeling der Romano- Africana.,TEHNOLOGIE,4
1925,UIT DE ROEMEENSCHE PETROLEUM-INDUSTRIE.,TEHNOLOGIE,5
1931,Opnieuw in brand geraakt,TEHNOLOGIE,1
1930,ROEMENIË.,FINANCIAR,5
1987,Amstel Tijgers nog ongeslagen,FINANCIAR,3
1986,Toonaangevend,TEHNOLOGIE,5
1949,Advertentie,FINANCIAR,4
1915,Petroleum Mij. „Orion”.,FINANCIAR,5
1915,Steana Romana.,FINANCIAR,5
1914,Uit de Petroleumindustrie.,GREVA,5
1911,Uit de Petroleumindustrie.,GREVA,5
1910,Uit de Rumeensche Petroleumindustrie.,GREVA,5
1924,Familieberichten uit andere dagbladen.,FINANCIAR,3
1923,Familieberichten uit andere dagbladen.,FINANCIAR,3
1930,Familiebericht,FINANCIAR,5
1926,Familiebericht,FINANCIAR,5
1915,Familiebericht,FINANCIAR,5
1930,PRODUCTIECIJFERS. STEAUA EN ASTRA.,TEHNOLOGIE,5
1929,DE BALKAN. DE PETROLEUMERAND IN ROEMENIë,TEHNOLOGIE,5
1931,VOORNAAMSTE NIEUWS.,TEHNOLOGIE,5
1913,KUNST.,ACCIDENT,5
2004,Winnaar 13 de etappe,TEHNOLOGIE,5
1914,GEMENGD NIEUWS.,GREVA,4
1930,Onze speciale dienst,GREVA,5
1930,Advertentie,FINANCIAR,4
1929,HET BELANGRIJKSTE NIEUWS BUITENLAND.,TEHNOLOGIE,5
1923,FAMILIEBERICHTEN.,FINANCIAR,5
1928,BUITENLAND. Hevige petroleumbrand.,FINANCIAR,1
1929,HET BELANGRIJKSTE NIEUWS BUITENLAND.,TEHNOLOGIE,5
1920,FAMILIEBERICHTEN.,FINANCIAR,5
1925,FINANCIEELE BERICHTEN. De petroleum brand in Roemenië.,FINANCIAR,1
1924,FAMILIEBERICHTEN.,FINANCIAR,5
2005,Uitslagen,FINANCIAR,3
2005,Uitslagen,FINANCIAR,3
1989,EUROPA CUP 3,FINANCIAR,5
2003,Telekom slankt af,TEHNOLOGIE,1
2000,Wielrennen,TEHNOLOGIE,5
2004,Uitslagen,FINANCIAR,3
2004,Uitslag,TEHNOLOGIE,1
1998,Wielrennen,TEHNOLOGIE,5
1999,Wielrennen,TEHNOLOGIE,5
1999,Wielrennen,TEHNOLOGIE,5
1999,Wielrennen,TEHNOLOGIE,5
1989,Uefa Cup,FINANCIAR,5
1929,Korte Kroniek.,TEHNOLOGIE,4
1925,Korte Kroniek.,TEHNOLOGIE,4
1940,ROEMEENSCHE PETROLEUMNIJVERHEID Productie bijna onveranderd. Hoogere uitvoerprijzen.,FINANCIAR,1
1989,UEFA CUP,FINANCIAR,5
1988,VOETBAL,FINANCIAR,5
1988,VOETBAL,FINANCIAR,5
1989,VOETBAL,FINANCIAR,5
1987,SPORTUITSLAGEN VOETBAL,FINANCIAR,3
1989,VOETBAL,FINANCIAR,5
1989,UEFA-CUP,FINANCIAR,5
1987,SPORTUITSLAGEN VOETBAL,FINANCIAR,3
1987,SPORTUITSLAGEN VOETBAL,FINANCIAR,3
1986,VOETBAL,FINANCIAR,5
1929,TELEGRAMMEN.,TEHNOLOGIE,5
1929,VAN HIER EN DAAR. De petroleumbrand in Roemenië.,TEHNOLOGIE,5
1917,OVERIGE PROVINCIËN. Schoolgeldkwitanties vrij van zegel.,FINANCIAR,1
1924,Familiebericht,FINANCIAR,5
1930,Ernstige Ontploffing.,TEHNOLOGIE,1
1929,IN ENKELE REGELS,TEHNOLOGIE,3
1930,Wat niet iedereen weet.,TEHNOLOGIE,5
1933,STAAT VAN BELEG IN ROEMENIË? WEGENS ARBEIDSONRUSTEN IN HET PETROLEUMGEBIED.,ACCIDENT,1
1927,CRÉDIT MINIER. Productie over 1926 591.707 ton. – Dividend 50 % (onv.).,FINANCIAR,1
1927,Familieberichten.,FINANCIAR,5
1915,Nieuwe kapitaalsuitgiften.,FINANCIAR,5
1912,FINANCIEELE BERICHTEN. Brand in de Nederlandsch-Reemeensche Petroleumtoronnen.,FINANCIAR,1
1916,Petroleum Mpij. Astra Romana.,TEHNOLOGIE,5
1890,Advertentie,FINANCIAR,4
1931,Roemenië.,FINANCIAR,5
1883,Advertentie,FINANCIAR,4
1989,UEFA Cup,FINANCIAR,5
1989,UEFA Cup,FINANCIAR,5
1924,Wedstrijden te Parijs.,FINANCIAR,5
1816,Advertentie,FINANCIAR,4
1929,DE BALKAN. DE PETROLEUMBRAND IN MERENI. Het vuur woedt voort — Zware aardschokken.,TEHNOLOGIE,1
1916,Roomeensche petroleumvelden.,FINANCIAR,5
1916,De Roemeensche petroleumbrommen.,FINANCIAR,5
1929,Familiebericht,FINANCIAR,5
1939,Roemeensche petroleum.,FINANCIAR,5
1929,DE PETROLEUMBRAND TE MORENI.,TEHNOLOGIE,1
1910,Uit de Petroleum-industrie.,GREVA,5
1929,Belangrijkste Nieuws.,GREVA,5
1927,ROEMEENSCHE PETROLEUMNIJHVERHEID. Productie in Mei een record. Hoogere prijzen en betere vraag.,FINANCIAR,5
1923,Familiebericht,FINANCIAR,5
1923,Phcenix Oil en Transport Co.,TEHNOLOGIE,5
1926,BUITENLAND. UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Vaste prijzen voor ruwe petroleum. Levendige export.,FINANCIAR,5
1934,Familiebericht,FINANCIAR,5
1914,De bandieten van Pégemas Voor.,FINANCIAR,4
1923,Uit de Roemeensche Petroleum-industrie.,FINANCIAR,5
1923,Uit de Roemeensche petroleumindustrie.,GREVA,5
1912,Brand in Rumeensche Petroleumbronnen.,FINANCIAR,1
1921,Uit de Roemeensche Petroleumindustrie.,GREVA,5
1928,ASTRA ROMANA. — STEAUA ROMANA. Nieuwe sondes.,TEHNOLOGIE,5
1928,"UIT DE ROEMEENSCHE PETROLEUM-INDUSTRIE. Dagelijksche productie 12.000 ton. Prijzen stationair, voor export algemeen lager.",TEHNOLOGIE,3
1920,Uit de Roemeensche Petroleumindustrie.,GREVA,5
1929,Geweldige pelroteumbrand in Roemenië. De blussching in geen 20 dagen verwacht.,TEHNOLOGIE,5
1921,Uit de Roemeensche Petroleumindustrie.,GREVA,5
1929,Belangrijkste Nieuws.,GREVA,5
1931,Als een oliebron brandt. METHODEN OM DEN BRAND TE BLUSSCHEN.,TEHNOLOGIE,5
1925,VERVOLG BUITENLAND.,FINANCIAR,5
1918,Familiebericht,FINANCIAR,5
1931,VOORNAAMSTE NIEUWS,TEHNOLOGIE,5
1930,Gemengde Buitenlandsche Berichten,FINANCIAR,4
1931,Roemenie.,FINANCIAR,5
1926,De Roemeensche Petroleum-Nijverheid.,FINANCIAR,5
1930,VAN HIER EN DAAR.,TEHNOLOGIE,5
1913,Uit de Petroleumindustrie.,GREVA,5
1916,De verovering van Rumenië.,FINANCIAR,5
1974,Talentenshow „Gliick Auf”,ACCIDENT,5
1975,Finale talentenshow ’Glück Auf’,ACCIDENT,5
1790,Advertentie,FINANCIAR,4
1931,ROEMENIË. BRANDENDE OLIEBRONNEN. Drie boortorens in lichter laaie.,TEHNOLOGIE,1
1911,Uit de Petroleumlndustrie.,TEHNOLOGIE,5
1931,Als een Oliebron brandt. Verschillende Manieren om den Brand te blusschen.,FINANCIAR,5
1958,Advertentie,FINANCIAR,4
1927,VAN HIER EN DAAR.,TEHNOLOGIE,5
1915,"De „Astra Romana"".",TEHNOLOGIE,5
1935,ROEMEENSCHE PETROLEUMINDUSTRIE.,TEHNOLOGIE,5
1929,ROEMENIË VIJF MAANDEN PETROLEUMBRAND De toestand steeds erger,TEHNOLOGIE,1
1914,Petroleum.,FINANCIAR,5
1927,Is de gearresteerde tolk een Albaneesch  onderdaan ?,ACCIDENT,1
1940,Raadsels,TEHNOLOGIE,4
1926,ASTRA ROMANA. Bereiding van olie uit gassen. — Brandschade bron No. 163 en 164 gering.,TEHNOLOGIE,1
1925,Uit de Petroleum-Industrie.,GREVA,5
1925,Uit de Roemeensche petroleumindustrie.,GREVA,5
1926,UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Nieuwe sondes Astra Romana. — Export 100.000 t. per maand.,TEHNOLOGIE,5
1926,ROEMENIË.,FINANCIAR,5
1920,Uit de Roemeensche petroleumindustrie.,GREVA,5
1926,Roemeensche petroleum maatschappijen.,FINANCIAR,5
1916,De toestand der petroleumbronnen.,FINANCIAR,5
1903,Stoomvaartberichten.,TEHNOLOGIE,4
1919,Familiebericht,FINANCIAR,5
1929,NEDERLANDSCHE PROPAGANDA IN ROEMENIË.,FINANCIAR,5
1928,EEN NEDERLANDER OMGEKOMEN.,GREVA,1
1917,DE DUIKBOOTENFURIE.,ACCIDENT,5
1913,Telegrammen,TEHNOLOGIE,5
1918,Familiebericht,FINANCIAR,5
1920,Familiebericht,FINANCIAR,5
1917,FRENCH MARITIME LOSSES.,TEHNOLOGIE,1
1913,L’exportation de pétrole roumain,FINANCIAR,5
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1916,Uit de petroleumindustrie.,GREVA,5
1931,"De Petroleumbrand in Morem Een brand welke twee en een half jaar duurde, vele menschenlevens eischte en taltooze verwoestingen aanrichtte, doch thans plotseling is geëindigd.",ACCIDENT,1
1931,De in Mor@ni,TEHNOLOGIE,1
1929,FRANKRIJK.,FINANCIAR,3
1925,ASTRA ROMANA.,FINANCIAR,5
1915,Uit de Petroleum-industrie.,GREVA,5
1913,Uit de Petroleum Industrie.,GREVA,5
1914,Uit de Petroleumlndustrie.,TEHNOLOGIE,5
1931,BUITENLAND. ROEMEENSCHE PETROLEUM.,TEHNOLOGIE,5
1929,Gemengde Berichten. GROOTE BRAND.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. PETROLEUM.,FINANCIAR,4
1936,De politiek van Tatarescu.,ACCIDENT,4
1936,De politiek van Tatarescu. Versterking van de Balkan-entente staat voorop.,ACCIDENT,4
1936,De politiek van Tatarescu Versterking van de Balkan-entente voorop In Roemenië woedt de strijd der nationaliteiten het felst,ACCIDENT,2
1929,VERSPREIDE BERICHTEN. Lord Lloyd.,FINANCIAR,5
1929,De Noord-Ooster van Zaterdag 10 Aug. 1929. no. 94 Vierde Blad. Buitenland. Stakingsonlusten in Zevenburgen.,ACCIDENT,1
1930,Hoog water. LANGS DEN RIJN.,FINANCIAR,5
1912,Uit de Petroleunt-industrie.,FINANCIAR,5
1915,Financiën en Handel. Uit de Petroleum-industrie.,FINANCIAR,5
1909,Financieel en Economisch Nieuws,FINANCIAR,4
1913,Financieel en Economisch Nieuws.,FINANCIAR,4
1913,Orion.,TEHNOLOGIE,5
1925,GEMENGD NIEUWS,GREVA,4
1930,HIER EN DAAR ’N GREEP,FINANCIAR,5
1914,FINANCIEELE MEDEDEELINGEN. WISSELKOERSEN TE AMSTERDAM.,FINANCIAR,4
1912,Petroleum.,FINANCIAR,5
1930,KLEINE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,Petroleum.,FINANCIAR,5
1913,Uit de petroleumlndustrio.,ACCIDENT,5
1913,Uit de Petroleumindustrie.,GREVA,5
1916,Uit de petroleumindustrie.,GREVA,5
1926,"GEC. HOLL. PETROLEUM Cie. Winst ƒ164.832 (ƒ185.499), dividend 2% (onv.).",FINANCIAR,1
1912,Uit de petroleum-Industrie.,GREVA,5
1916,Uit de petroleumindustrie.,GREVA,5
1930,VAN HIER EN DAAR.,TEHNOLOGIE,5
1914,"Petroleum-Mij. „Orion"".",FINANCIAR,3
1928,GEMENGD NIEUWS BINNENLAND.,TEHNOLOGIE,4
1931,Petroleum-industrie.,GREVA,5
1912,Uit de petroleum-industrie.,GREVA,5
1916,Productiecijfers.,FINANCIAR,4
1916,"Productiecijfers,",FINANCIAR,4
1930,JAARVERSLAGEN. GECONSOLIDEERDE HOLLANDSCHE PETROLEUM COMPAGNIE.,TEHNOLOGIE,5
1915,Uit de petroleum-ïndustrie.,ACCIDENT,5
1912,Uit de Petroleum-Industrie.,GREVA,5
1912,Uit de Petroleum-Industrie.,GREVA,5
1914,Uit de Petroleum-industrie.,GREVA,5
1913,Uit de Petroleum-industrie.,GREVA,5
1974,Ondankbaar,TEHNOLOGIE,4
1929,GROOTE BRANDEN. Te Schwichtenberg brandstichting in het spel.,ACCIDENT,1
1927,FINANCIEELE BERICHTEN. DE ROEMEENSCHE PETROLEUMINDUSTRIE.,FINANCIAR,4
1929,BUITENLAND. ROEMEENSCHE PETROLEUMINDUSTRIE.,FINANCIAR,5
1990,VOETBAL,FINANCIAR,5
1909,"BEURS EN NIJVERHEID. De Hollanders en de „Ragatul Roman"".",FINANCIAR,5
1929,BUITENLAND.,FINANCIAR,3
1987,BUITENLANDS VOETBAL,FINANCIAR,3
1930,Gemengd Nieuws De vrouw moet den man gehoorzamen.... Nelson Morris wint zijn proces.,FINANCIAR,4
1912,Telegrammen.,TEHNOLOGIE,5
1929,Gemengd Nieuws Een Russisch diplomaat opgesloten Een Incident te Parijs,ACCIDENT,3
1929,Gemengd Nieuws.,FINANCIAR,4
1930,Gemengd Nieuws LEVENSLANG GEëISCHT.,FINANCIAR,5
1930,JAARVERSLAGEN. GECONSOLIDEERDE HOLLANDSCHE PETROLEUM COMPAGNIE.,TEHNOLOGIE,5
1911,Uit da petroleumindustrie.,GREVA,5
1912,Petroleum-industrie.,GREVA,5
1924,De Roemeensche Petroleumindustrie.,FINANCIAR,5
1914,Uit de Petroleumindustrie.,GREVA,5
1912,Uit de Petroleumindustrie.,GREVA,5
1937,Advertentie,FINANCIAR,4
1935,Advertentie,FINANCIAR,4
1916,VERSPREIDE BERICHTEN,FINANCIAR,4
1916,VERSPREIDE BERICHTEN,FINANCIAR,4
1911,Uit de petroleumindustrie.,GREVA,5
1911,Financieel en Econoinisci Nieuws Uit de petroleumindustrie.,FINANCIAR,4
1940,Buitenlandsche maatschappijen.,FINANCIAR,5
1913,Uit de Petroleum-Industrle.,ACCIDENT,5
1913,Uit de Petroleum industrie,GREVA,5
1930,Een petroleumbrand van 14 maanden. Het „eeuwige vuur” van Sonde 160.,TEHNOLOGIE,1
1913,Uit de Petroleumindustrie.,GREVA,5
1928,"BEURS EN NIJVERHEID. Nederland en Koloniën. SEC. HOLL. PETROLEUM COMP. Berlngere productie der Astra Romana. — Winst ƒ 407.901 (ƒ 495.913), dividend 2 % (2½ %).",FINANCIAR,1
1930,VAN ANDERE LANDEN,GREVA,3
1913,Inforraations financières,FINANCIAR,2
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1915,"FINANCIEELE MEDEDEELINGEN. (R.O.) LONDEN, 19 Februari, 3.20 nam. SLOTKOERSEN.",FINANCIAR,1
1916,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. MAATSCHAPPIJ VAN ASSURANTIëN.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINEEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1912,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1926,Mijnbouw Maatschappij Redjang- Lebong.,TEHNOLOGIE,5
1915,AMERICA AND WAR.,FINANCIAR,5
1916,BALKANSTATEN.,FINANCIAR,4
1894,Advertentie,FINANCIAR,4
1905,Advertentie,FINANCIAR,4
1912,Een 60 meter hooge vuurzuil.,TEHNOLOGIE,1
1914,Mexico.,FINANCIAR,5
1965,Rentree,TEHNOLOGIE,1
1919,Uit de Roemeensche petroleumindustrie.,GREVA,5
1922,Uit de Roemeensche petroleumindustrie.,GREVA,5
1929,Buitenland,FINANCIAR,3
1929,FRANKRIJK.,FINANCIAR,3
1929,KORTE BERICHTEN,FINANCIAR,4
1934,GEEST EN STOF,FINANCIAR,5
1929,STERVENDE GEVONDEN TE VENLO.,FINANCIAR,1
1912,Financieel en Economisch Nieuws,FINANCIAR,4
1913,"Financieel Nieuws NIET-OFFICIEEL GENOT, FONDSEN",FINANCIAR,1
1911,Financieel en Economisch Nieuws Uit de petroleumindustrie,FINANCIAR,4
1912,Telegrammen.,TEHNOLOGIE,5
1930,Examens. Technische Hoogeschool.,TEHNOLOGIE,4
1926,ROEMEENSCHE PETROLEUMNIJVERHEID. Nieuwe bronnen der Concordia en Phoenix. – Toenemend aantal boringen Steaua Romana.,TEHNOLOGIE,5
1931,Welke rol speelde Faisant?,ACCIDENT,1
1935,ROEMEENSCHE PETROLEUMINDUSTRIE Stijgende prijzen.,FINANCIAR,1
1933,"SPORT. Valentijn veertiende in tweede etappe ronde van Zwitserland. Aerts, Trueba en Macchi geven op. MAX BULLA HEEFT DE LEIDING.",GREVA,4
1913,LATERE BERICHTEN.,FINANCIAR,3
1930,"Het Bonte Blad Het eeuwige vuur in Moreni, Roemenië's nationale ramp. Petroleumbrand, niet meer te stuiten. Het boorgat thans een krater.",ACCIDENT,1
1931,Petroleum-industrie.,GREVA,5
1931,Petroleum-industrie.,GREVA,5
1931,FINANCIEEL NIEUWS Petroleum-industrie.,FINANCIAR,4
1927,Petroleum industrie.,GREVA,5
1930,Petroleum-induatrie,ACCIDENT,4
1926,Familiebericht,FINANCIAR,5
1931,5 OCTOBER 1931,TEHNOLOGIE,1
1912,Uit de Petroleum-industrie.,GREVA,5
1914,Petroleum-Mij. „Astra Romana”.,TEHNOLOGIE,5
1906,Rumeensche petroleum-industrie.,GREVA,5
1907,De onlusten in Rumenië en de petroleum-maatschappijen.,FINANCIAR,5
1931,Draadlooze. en Telegraphische Berichten.,TEHNOLOGIE,5
1989,DEELNEMERS,FINANCIAR,4
1914,Uit de Potroleum-Industrio.,TEHNOLOGIE,5
1925,ROEMENIË,FINANCIAR,3
1925,"Dagelijksch Beursbericht. Amsterdam, 30 Juli. (2.45 u.)",FINANCIAR,5
1925,Dagelijksch Beursbericht.,FINANCIAR,4
1915,Uit de Petroleum-Industrie.,GREVA,5
1913,De brand in Rumeensche petroleum-bronnen.,FINANCIAR,1
1914,Uit de Petroleumindustrie.,GREVA,5
1932,Hoe de dieven binnengekomen moeten zijn.,FINANCIAR,5
1928,BUITENLAND. UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Regeeringssteun. — Dagelijksche productie 1000 wagons. — De nieuwe sonde der Astra Romana. -Verminderde export.,TEHNOLOGIE,5
1912,Uit de Petroleumindustrie.,GREVA,5
1928,SERVICE PETROLEUM CY. Het dividend op de balans toegevoegd aan de reserve. Hierdoor verlies saldo van £ 22.873.,FINANCIAR,1
1929,Familiebericht,FINANCIAR,5
1910,Familiebericht,FINANCIAR,5
1913,Brand in de Roemeensohe petroleumbronnen.,FINANCIAR,1
1914,Petroleum.,FINANCIAR,5
1933,ROEMEENSCHE PETROLEUMINDUSTRIE.,TEHNOLOGIE,5
1916,De Roemeensche petroleumvelden.,TEHNOLOGIE,5
1929,Korte Mededeelingen.,FINANCIAR,4
1914,Uit de Petroleum-industrie.,GREVA,5
1910,Astra.,TEHNOLOGIE,5
1911,GEMEENTE en PROVINCIE. Lips.,FINANCIAR,5
1928,Familiebericht,FINANCIAR,5
2001,Wielrennen,TEHNOLOGIE,5
1917,Advertentie,FINANCIAR,4
1930,BUITENLAND.,FINANCIAR,3
1915,FINANCIEEL BERICHT. De Koninklijke-Shell en de Standard Oil.,FINANCIAR,4
1912,TELEGRAMMEN. Aardschokken.,TEHNOLOGIE,1
1927,Gemengd Nieuws.,FINANCIAR,4
1989,EUROPA CUP 3,FINANCIAR,5
1998,Wielrennen,TEHNOLOGIE,5
2002,Wielrennen,TEHNOLOGIE,5
2003,Pascual Llorente positief in Tour,FINANCIAR,4
1939,UIT DUITSCHLAND Insolventie van Dantzig niet onverwacht.,ACCIDENT,1
1968,GEWEVEN SCHILDERIJEN,TEHNOLOGIE,5
1989,Steaua,FINANCIAR,5
1988,VOETBAL,FINANCIAR,5
1988,SPORTUITSLAGEN VOETBAL,FINANCIAR,3
1987,SPORTUITSLAGEN VOETBAL,FINANCIAR,3
1989,VOETBAL,FINANCIAR,5
1990,KWALFICATIE TOERNOOI ROTTERDAM,TEHNOLOGIE,5
1986,UITSLAGEN VOETBAL,TEHNOLOGIE,3
1912,PER TELEGRAAF. De zaak tegen D. van Eijk.,ACCIDENT,1
1916,Buitenlandsch Overzicht.,FINANCIAR,4
1930,Korte berichten.,FINANCIAR,4
1912,LAATSTE BERICHTEN. BINNENLAND.,FINANCIAR,5
1931,KORTE KRONIEK,TEHNOLOGIE,4
1890,Laatste Berichten.,TEHNOLOGIE,5
1915,In April zijn uit. Smallingerland,TEHNOLOGIE,3
1989,Tweede succes voor Thomas Rongen,FINANCIAR,5
1989,UEFA Cup,FINANCIAR,5
1817,Advertentie,FINANCIAR,4
1923,Uit de Romeensche Petroleumnijverheid.,FINANCIAR,5
1927,Petroleum-industrie.,GREVA,5
1948,"„Sjonge, da’s hard...”",TEHNOLOGIE,2
1908,Advertentie,FINANCIAR,4
1960,Moderne Kunst,ACCIDENT,5
1926,ROEMEENSCH. PETROLEUMNIJVERHEID. Aanboring van een rijke bron door de Astra Romana.—Vaste prijzen en groote uitvoer.,FINANCIAR,5
1923,Uit de Roemeensche petroleumindustrie.,GREVA,5
1939,UIT DUITSCHLAND Insolventie van Dantzig niet onverwacht.,ACCIDENT,1
1919,Telegrafisch Weerberich,TEHNOLOGIE,4
1919,Familiebericht,FINANCIAR,5
1931,VOORNAAMSTE NIEUWS,TEHNOLOGIE,5
1989,UEFA-CUP,FINANCIAR,5
1989,Europa Cup II:,FINANCIAR,5
1909,Financieel en Economisch Nieuws,FINANCIAR,4
1929,VAN HIER EN DAAR.,TEHNOLOGIE,5
1932,Sporen van banden,TEHNOLOGIE,4
1911,Uit de petroleumindustrie.,GREVA,5
1925,SNIPPERNIEUWS.,GREVA,5
1931,Spookachtige gestalten.,TEHNOLOGIE,5
1913,Petroleum Maatschappij Orion.,GREVA,5
1913,Petroleum.,FINANCIAR,5
1921,ROEMENIë,FINANCIAR,3
1911,Uit de Petroleumindustrie.,GREVA,5
1915,Financiën en Handel. De Koninklijke Shell en de Standard Oil trachten hun Roemeensche belangen uit te breiden.,FINANCIAR,4
1920,Uit de Koemeensche petroleumindustrie.,GREVA,5
1913,Uit de Petroleumindustrie.,GREVA,5
1916,"Dagelijksch Beursbericht. AMSTERDAM, 11 December.",FINANCIAR,5
1929,Familiebericht,FINANCIAR,5
1921,Uit de Roemeensche petroleumindustrie.,GREVA,5
1927,UIT DE ROEMEENSCHE PETROLEUM-INDUSTRIE. Groote aankoopen door de Kon.-Shell-groep. — Productie 1100 wagons per dag. — Vaste prijzen.,TEHNOLOGIE,5
1927,UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Productie 1927 3.650.000 ton of 13 % meer dan in 1926.,TEHNOLOGIE,1
1927,ROEMEENSCHE PETROLEUM-NIJVERHEID. Streven betere voorwaarden verkoop buitenland. — Prijzen gedaald. — Uitvoer en productie eerste halfjaar toegenomen.,FINANCIAR,5
1926,Cijfers die spreken.,FINANCIAR,5
1912,Uit de Patroleum-industrite.,TEHNOLOGIE,5
1916,SCHEEPSTIJDINGEN.,GREVA,5
1927,De Roemeensche patroleum-industrie.,FINANCIAR,5
1929,Familiebericht,FINANCIAR,5
1912,BUITENLAND. TELEGRAMMEN.,TEHNOLOGIE,5
1929,EEN VERONTREINIGD GRAF,TEHNOLOGIE,5
1921,Economie News.,FINANCIAR,3
1913,Telegrammen.,TEHNOLOGIE,5
1920,Orion Petroleum Co.,GREVA,5
1913,L’exportation du pétrole roumain,FINANCIAR,5
1915,Financiëele berichten.,FINANCIAR,4
1929,BUITENLAND. DE ZINKPRODUCTIE.,TEHNOLOGIE,5
1915,FINANCIEELE MEDEDEELINGEN. PETROLEUM-ONDERNEMINGEN.,FINANCIAR,4
1917,De Roemeensche olievelden.,FINANCIAR,5
1912,BUITENLAND.,FINANCIAR,3
1930,Het eeuwige vuur van Moreni De oliebronnen van Roemenië reeds een jaar in brand.,TEHNOLOGIE,1
1929,BUITENLAND.,FINANCIAR,3
1912,Uit de Petroleumindustrie.,GREVA,5
1913,"Petroleum-Mij. „Orion”, te Ploesti.",FINANCIAR,1
1931,WATERPOLO,TEHNOLOGIE,4
1913,TELEGRAMMEN. De toestand op den Balkan.,TEHNOLOGIE,4
1931,Buitenland. DE VLOOTONDERHANDELINGEN.,FINANCIAR,4
1912,ROEMENIE. Een braulende petroleum-bron.,FINANCIAR,5
1923,Geconsolideerde Hollandsche Petroleum Compagnie.,GREVA,5
1914,TABAK,TEHNOLOGIE,4
1925,Gemengde berichten.,FINANCIAR,4
1912,Uit de Petroleumindustrie.,GREVA,5
1912,Uit de Petroleum-industrie.,GREVA,5
1960,De kunstenaar op onderzoek,ACCIDENT,4
1912,Petroleum.,FINANCIAR,5
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1917,TELEGRAMMEN.,TEHNOLOGIE,5
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. MIDDLE WEST UTILITIES COMPANY.,FINANCIAR,4
1912,Een bezoek aan petroleum-bronnen.,FINANCIAR,4
1925,COLIJN AANVAARDT DE OPDRACHT.,TEHNOLOGIE,4
1914,Société Hollandaise Consolidée des Pétroles,FINANCIAR,5
1930,Het Eeuwige vuur van Sonde 160.,TEHNOLOGIE,5
1923,Financieel-Economische Kroniek.,FINANCIAR,4
1909,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,Uit de petroleumindustrie.,GREVA,5
1991,MODE door Anneke Scheeres Het principe Alles mag zet door in internationale mode,FINANCIAR,5
1925,korte BERICHTEN.,FINANCIAR,4
1923,Financieel-Economische Kroniek.,FINANCIAR,4
1913,Vereenigde Staten.,FINANCIAR,5
1916,Financieel en Economisch Nieuws HAAGSCHE BEURS,FINANCIAR,4
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1911,Financieel en Economisch Nieuws,FINANCIAR,4
